visitorScore,homeScore,innings,homeWin
0,0,0,false
0,0,1,false
0,0,2,false
0,0,3,false
0,0,4,false
0,0,5,false
0,0,6,false
1,0,7,false
1,0,8,false
0,0,0,false
0,0,1,false
2,0,2,false
6,3,3,false
7,3,4,false
9,3,5,false
11,5,6,false
11,5,7,false
12,5,8,false
0,0,0,false
2,0,1,false
4,0,2,false
4,0,3,false
4,0,4,false
4,1,5,false
4,1,6,false
4,1,7,false
5,1,8,false
0,0,0,true
0,0,1,true
0,6,2,true
0,8,3,true
0,10,4,true
0,10,5,true
0,10,6,true
0,10,7,true
0,10,8,true
0,0,0,true
0,1,1,true
0,4,2,true
2,4,3,true
2,6,4,true
3,6,5,true
4,7,6,true
4,7,7,true
4,12,8,true
0,0,0,true
0,0,1,true
2,0,2,true
2,0,3,true
2,2,4,true
2,2,5,true
2,3,6,true
2,3,7,true
2,4,8,true
0,0,0,true
0,0,1,true
0,0,2,true
1,0,3,true
1,1,4,true
2,1,5,true
3,1,6,true
3,3,7,true
3,4,8,true
0,0,0,true
2,2,1,true
2,2,2,true
2,2,3,true
2,2,4,true
3,2,5,true
3,4,6,true
3,4,7,true
3,4,8,true
0,0,0,false
0,2,1,false
2,3,2,false
2,4,3,false
2,4,4,false
4,4,5,false
12,4,6,false
12,4,7,false
13,4,8,false
0,0,0,false
2,0,1,false
2,0,2,false
4,0,3,false
4,0,4,false
7,6,5,false
7,6,6,false
8,6,7,false
8,6,8,false
0,0,0,false
0,0,1,false
0,0,2,false
0,0,3,false
0,5,4,false
2,5,5,false
3,5,6,false
6,5,7,false
6,5,8,false
0,0,0,true
0,0,1,true
1,2,2,true
1,2,3,true
2,3,4,true
2,3,5,true
2,3,6,true
2,3,7,true
2,5,8,true
0,0,0,false
1,1,1,false
3,1,2,false
3,1,3,false
3,1,4,false
5,2,5,false
6,2,6,false
8,2,7,false
8,2,8,false
0,0,0,false
0,1,1,false
0,2,2,false
2,2,3,false
5,2,4,false
5,2,5,false
5,4,6,false
6,4,7,false
6,5,8,false
